Id	CID	CASIdentifier	Name	IUPAC	InChIKey	InChI	SMILES
CAS:115-86-6	8289	CAS:115-86-6	Triphenyl phosphate	triphenyl phosphate	XZZNDPSIHUTMOC-UHFFFAOYSA-N	InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H	C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
CAS:544-76-3	11006	CAS:544-76-3	Hexadecane	hexadecane	DCAYPVUWAIABOU-UHFFFAOYSA-N	InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3	CCCCCCCCCCCCCCCC
CAS:85-01-8	995	CAS:85-01-8	Phenanthrene	phenanthrene	YNPNZTXNASCQKK-UHFFFAOYSA-N	InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H	C1=CC=C2C(=C1)C=CC3=CC=CC=C32
CAS:541-02-6	10913	CAS:541-02-6	Decamethylcyclopentasiloxane	2,2,4,4,6,6,8,8,10,10-decamethyl-1,3,5,7,9,2,4,6,8,10-pentaoxapentasilecane	XMSXQFUHVRWGNA-UHFFFAOYSA-N	InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3	C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C
CAS:556-67-2	11169	CAS:556-67-2	Octamethylcyclotetrasiloxane	2,2,4,4,6,6,8,8-octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane	HMMGMWAXVFQUOA-UHFFFAOYSA-N	InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3	C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C
CAS:335-76-2	9555	CAS:335-76-2	Perfluorodecanoic acid	2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecanoic acid	PCIUEQPBYFRTEM-UHFFFAOYSA-N	InChI=1S/C10HF19O2/c11-2(12,1(30)31)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)29/h(H,30,31)	C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
CAS:1002-53-5	6484	CAS:1002-53-5	Dibutyltin	dibutyltin	AYOHIQLKSOJJQH-UHFFFAOYSA-N	InChI=1S/2C4H9.Sn/c2*1-3-4-2;/h2*1,3-4H2,2H3;	CCCC[Sn]CCCC
CAS:55094-22-9	185792	CAS:55094-22-9	Dimethylarsinous acid	dimethylarsinous acid	VDEGQTCMQUFPFH-UHFFFAOYSA-N	InChI=1S/C2H7AsO/c1-3(2)4/h4H,1-2H3	C[As](C)O
CAS:105-37-3	7749	CAS:105-37-3	Ethyl propionate	ethyl propanoate	FKRCODPIKNYEAC-UHFFFAOYSA-N	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3	CCC(=O)OCC
CAS:2363-71-5	16898	CAS:2363-71-5	Heneicosanoic acid	henicosanoic acid	CKDDRHZIAZRDBW-UHFFFAOYSA-N	InChI=1S/C21H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23/h2-20H2,1H3,(H,22,23)	CCCCCCCCCCCCCCCCCCCCC(=O)O
CAS:2058-94-8	77222	CAS:2058-94-8	Perfluoroundecanoic acid	2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid	SIDINRCMMRKXGQ-UHFFFAOYSA-N	InChI=1S/C11HF21O2/c12-2(13,1(33)34)3(14,15)4(16,17)5(18,19)6(20,21)7(22,23)8(24,25)9(26,27)10(28,29)11(30,31)32/h(H,33,34)	C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
CAS:506-12-7	10465	CAS:506-12-7	Heptadecanoic acid	heptadecanoic acid	KEMQGTRYUADPNZ-UHFFFAOYSA-N	InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)	CCCCCCCCCCCCCCCCC(=O)O
CAS:112-39-0	8181	CAS:112-39-0	Methyl palmitate	methyl hexadecanoate	FLIACVVOZYBSBS-UHFFFAOYSA-N	InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3	CCCCCCCCCCCCCCCC(=O)OC
CAS:335-67-1	9554	CAS:335-67-1	Perfluorooctanoic acid	2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid	SNGREZUHAYWORS-UHFFFAOYSA-N	InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)	C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
CAS:557-59-5	11197	CAS:557-59-5	Tetracosanoic acid	tetracosanoic acid	QZZGJDVWLFXDLK-UHFFFAOYSA-N	InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)	CCCCCCCCCCCCCCCCCCCCCCCC(=O)O
CAS:22967-92-6	6860	CAS:22967-92-6	Methylmercury(1+)	methylmercury(1+)	DBUXSCUEGJMZAE-UHFFFAOYSA-N	InChI=1S/CH3.Hg/h1H3;/q;+1	C[Hg+]
CAS:124-10-7	31284	CAS:124-10-7	Methyl tetradecanoate	methyl tetradecanoate	ZAZKJZBWRNNLDS-UHFFFAOYSA-N	InChI=1S/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3	CCCCCCCCCCCCCC(=O)OC
CAS:112-61-8	8201	CAS:112-61-8	Methyl stearate	methyl octadecanoate	HPEUJPJOZXNMSJ-UHFFFAOYSA-N	InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3	CCCCCCCCCCCCCCCCCC(=O)OC
CAS:78763-54-9	54267	CAS:78763-54-9	Monobutyltin	butyltin(3+)	NPAIMXWXWPJRES-UHFFFAOYSA-N	InChI=1S/C4H9.Sn/c1-3-4-2;/h1,3-4H2,2H3;/q;+3	CCCC[Sn+3]
CAS:20290-75-9	5312508	CAS:20290-75-9	Stearidonic acid	(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoic acid	JIWBIWFOSCKQMA-LTKCOYKYSA-N	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-,13-12-	CCC=CCC=CCC=CCC=CCCCCC(=O)O
CAS:1002-84-2	13849	CAS:1002-84-2	Pentadecanoic acid	pentadecanoic acid	WQEPLUUGTLDZJY-UHFFFAOYSA-N	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)	CCCCCCCCCCCCCCC(=O)O
CAS:2433-96-7	17085	CAS:2433-96-7	Tricosanoic acid	tricosanoic acid	XEZVDURJDFGERA-UHFFFAOYSA-N	InChI=1S/C23H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25/h2-22H2,1H3,(H,24,25)	CCCCCCCCCCCCCCCCCCCCCCC(=O)O
CAS:375-95-1	67821	CAS:375-95-1	Perfluorononanoic acid	2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoic acid	UZUFPBIDKMEQEQ-UHFFFAOYSA-N	InChI=1S/C9HF17O2/c10-2(11,1(27)28)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)26/h(H,27,28)	C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
CAS:688-73-3	3032732	CAS:688-73-3	Tributyltin	Tributyltin	PIILXFBHQILWPS-UHFFFAOYSA-N	InChI=1S/3C4H9.Sn/c3*1-3-4-2;/h3*1,3-4H2,2H3;	CCCC[Sn](CCCC)CCCC
CAS:892-20-6	5357402	CAS:892-20-6	Triphenyltin	Triphenyltin	SBXWFLISHPUINY-UHFFFAOYSA-N	InChI=1S/3C6H5.Sn/c3*1-2-4-6-5-3-1;/h3*1-5H;	C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3
CAS:593-40-8	5282754	CAS:593-40-8	Petroselaidic acid	(E)-octadec-6-enoic acid	CNVZJPUDSLNTQU-OUKQBFOZSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h12-13H,2-11,14-17H2,1H3,(H,19,20)/b13-12+	CCCCCCCCCCCC=CCCCCC(=O)O
CAS:17735-94-3	5312518	CAS:17735-94-3	Paullinic acid	(Z)-icos-13-enoic acid	URXZXNYJPAJJOQ-FPLPWBNLSA-N	InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h7-8H,2-6,9-19H2,1H3,(H,21,22)/b8-7-	CCCCCCC=CCCCCCCCCCCCC(=O)O
CAS:12789-03-6	5993	CAS:12789-03-6	Chlordane	Chlordane	BIWJNBZANLAXMG-UHFFFAOYSA-N	InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2	ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
CAS:57-74-9	5993	CAS:57-74-9	Chlordane, technical	Chlordane, technical	BIWJNBZANLAXMG-YQELWRJZSA-N	InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2?,3?,4?,5?,8-,9+/m0/s1	ClC1CC2C(C1Cl)[C@@]3(Cl)C(=C(Cl)[C@]2(Cl)C3(Cl)Cl)Cl
CAS:29907-57-1	282965	CAS:29907-57-1	4,5,8-Tribromo-2-methylquinoline	4,5,8-tribromo-2-methylquinoline	VNJKOABJQWCRLY-UHFFFAOYSA-N	InChI=1S/C10H6Br3N/c1-5-4-8(13)9-6(11)2-3-7(12)10(9)14-5/h2-4H,1H3	CC1=NC2=C(C=CC(=C2C(=C1)Br)Br)Br
CAS:58-90-2	6028	CAS:58-90-2	2,3,4,6-Tetrachlorophenol	2,3,4,6-tetrachlorophenol	VGVRPFIJEJYOFN-UHFFFAOYSA-N	InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H	C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl
CAS:55673-89-7	41510	CAS:55673-89-7	1,2,3,4,7,8,9-Heptachlorodibenzofuran	1,2,3,4,7,8,9-heptachlorodibenzofuran	VEZCTZWLJYWARH-UHFFFAOYSA-N	InChI=1S/C12HCl7O/c13-2-1-3-4(7(15)6(2)14)5-8(16)9(17)10(18)11(19)12(5)20-3/h1H	C1=C2C(=C(C(=C1Cl)Cl)Cl)C3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl
CAS:207122-15-4	15509898	CAS:207122-15-4	2,2',4,4',5,6'-Hexabromodiphenyl ether	1,2,4-tribromo-5-(2,4,6-tribromophenoxy)benzene	VHNPZYZQKWIWOD-UHFFFAOYSA-N	InChI=1S/C12H4Br6O/c13-5-1-9(17)12(10(18)2-5)19-11-4-7(15)6(14)3-8(11)16/h1-4H	C1=C(C=C(C(=C1Br)OC2=CC(=C(C=C2Br)Br)Br)Br)Br
CAS:446254-27-9	22833475	CAS:446254-27-9	2,3,3',4-Tetrabromodiphenyl ether	1,2,3-tribromo-4-(3-bromophenoxy)benzene	VIHUMJGEWQPWOT-UHFFFAOYSA-N	InChI=1S/C12H6Br4O/c13-7-2-1-3-8(6-7)17-10-5-4-9(14)11(15)12(10)16/h1-6H	C1=CC(=CC(=C1)Br)OC2=C(C(=C(C=C2)Br)Br)Br
CID:129853628	129853628		Cyclohexane-1,2-dicarboxylic acid monohydroxy isononyl ester	2-(7-methyloctoxycarbonyl)cyclohexane-1-carboperoxoic acid	HQEIYBJWBXYUOH-UHFFFAOYSA-N	InChI=1S/C17H30O5/c1-13(2)9-5-3-4-8-12-21-16(18)14-10-6-7-11-15(14)17(19)22-20/h13-15,20H,3-12H2,1-2H3	CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OO
